zip,city,county,state,latitude,longitude,source
12436,Haines Falls,Greene,NY,42.1955,-74.1023,geonames
12438,Halcottsville,Delaware,NY,42.2079,-74.6012,geonames
12439,Hensonville,Greene,NY,42.2898,-74.2165,geonames
12440,High Falls,Ulster,NY,41.8167,-74.1311,geonames
12441,Highmount,Ulster,NY,42.1443,-74.4899,geonames
12442,Hunter,Greene,NY,42.2333,-74.2416,geonames
12443,Hurley,Ulster,NY,41.9327,-74.0687,geonames
12444,Jewett,Greene,NY,42.2694,-74.2793,geonames
12446,Kerhonkson,Ulster,NY,41.7939,-74.3035,geonames
12448,Lake Hill,Ulster,NY,42.0733,-74.2123,geonames
12449,Lake Katrine,Ulster,NY,41.9918,-73.9924,geonames
12450,Lanesville,Greene,NY,42.1332,-74.2443,geonames
12451,Leeds,Greene,NY,42.3045,-73.9457,geonames
12452,Lexington,Greene,NY,42.2404,-74.3654,geonames
12453,Malden On Hudson,Ulster,NY,42.0987,-73.9354,geonames
12454,Maplecrest,Greene,NY,42.2995,-74.1655,geonames
12455,Margaretville,Delaware,NY,42.1852,-74.6178,geonames
12456,Mount Marion,Ulster,NY,42.0357,-74.0002,geonames
12457,Mount Tremper,Ulster,NY,42.0435,-74.2485,geonames
12458,Napanoch,Ulster,NY,41.7590,-74.3804,geonames
12459,New Kingston,Delaware,NY,42.2094,-74.6837,geonames
12460,Oak Hill,Greene,NY,42.4098,-74.1524,geonames
12461,Olivebridge,Ulster,NY,41.8750,-74.2734,geonames
12463,Palenville,Greene,NY,42.1729,-74.0167,geonames
12464,Phoenicia,Ulster,NY,42.0848,-74.3154,geonames
12465,Pine Hill,Ulster,NY,42.1331,-74.4802,geonames
12466,Port Ewen,Ulster,NY,41.8948,-73.9767,geonames
12468,Prattsville,Greene,NY,42.2979,-74.3895,geonames
12469,Preston Hollow,Albany,NY,42.4563,-74.2420,geonames
12470,Purling,Greene,NY,42.2959,-74.0773,geonames
12471,Rifton,Ulster,NY,41.8403,-74.0306,geonames
12472,Rosendale,Ulster,NY,41.8402,-74.0730,geonames
12473,Round Top,Greene,NY,42.2678,-74.0523,geonames
12474,Roxbury,Delaware,NY,42.2957,-74.5631,geonames
12475,Ruby,Ulster,NY,42.0176,-74.0079,geonames
12477,Saugerties,Ulster,NY,42.0738,-73.9797,geonames
12480,Shandaken,Ulster,NY,42.1363,-74.3774,geonames
12481,Shokan,Ulster,NY,41.9767,-74.2119,geonames
12482,South Cairo,Greene,NY,42.2681,-73.9554,geonames
12483,Spring Glen,Ulster,NY,41.6639,-74.4245,geonames
12484,Stone Ridge,Ulster,NY,41.8616,-74.1697,geonames
12485,Tannersville,Greene,NY,42.1956,-74.1338,geonames
12486,Tillson,Ulster,NY,41.8338,-74.0626,geonames
12487,Ulster Park,Ulster,NY,41.8651,-73.9948,geonames
12489,Wawarsing,Ulster,NY,41.7606,-74.3535,geonames
12490,West Camp,Ulster,NY,42.1231,-73.9349,geonames
12491,West Hurley,Ulster,NY,41.9973,-74.1049,geonames
12492,West Kill,Greene,NY,42.2046,-74.3620,geonames
12493,West Park,Ulster,NY,41.7953,-73.9809,geonames
12494,West Shokan,Ulster,NY,41.9673,-74.2871,geonames
12495,Willow,Ulster,NY,42.0849,-74.2407,geonames
12496,Windham,Greene,NY,42.3175,-74.2620,geonames
12498,Woodstock,Ulster,NY,42.0348,-74.1120,geonames
12501,Amenia,Dutchess,NY,41.8447,-73.5542,geonames
12502,Ancram,Columbia,NY,42.0851,-73.6424,geonames
12503,Ancramdale,Columbia,NY,42.0381,-73.5819,geonames
12504,Annandale On Hudson,Dutchess,NY,42.0129,-73.9082,geonames
12506,Bangall,Dutchess,NY,41.8756,-73.6912,geonames
12507,Barrytown,Dutchess,NY,42.0005,-73.9199,geonames
12508,Beacon,Dutchess,NY,41.5097,-73.9634,geonames
12510,Billings,Dutchess,NY,41.6712,-73.7632,geonames
12511,Castle Point,Dutchess,NY,41.5462,-73.9596,geonames
12512,Chelsea,Dutchess,NY,41.5528,-73.9682,geonames
12513,Claverack,Columbia,NY,42.2251,-73.7346,geonames
12514,Clinton Corners,Dutchess,NY,41.8693,-73.7659,geonames
12515,Clintondale,Ulster,NY,41.6749,-74.0557,geonames
12516,Copake,Columbia,NY,42.1113,-73.5526,geonames
12517,Copake Falls,Columbia,NY,42.1367,-73.5108,geonames
12518,Cornwall,Orange,NY,41.4162,-74.0395,geonames
12520,Cornwall On Hudson,Orange,NY,41.4330,-74.0061,geonames
12521,Craryville,Columbia,NY,42.1760,-73.6571,geonames
12522,Dover Plains,Dutchess,NY,41.7351,-73.5870,geonames
12523,Elizaville,Columbia,NY,42.0902,-73.7818,geonames
12524,Fishkill,Dutchess,NY,41.5404,-73.8979,geonames
12525,Gardiner,Ulster,NY,41.6576,-74.1672,geonames
12526,Germantown,Columbia,NY,42.1219,-73.8625,geonames
12527,Glenham,Dutchess,NY,41.5202,-73.9333,geonames
12528,Highland,Ulster,NY,41.7167,-73.9928,geonames
12529,Hillsdale,Columbia,NY,42.1868,-73.5483,geonames
12530,Hollowville,Columbia,NY,42.2054,-73.6912,geonames
12531,Holmes,Dutchess,NY,41.5325,-73.6628,geonames
12533,Hopewell Junction,Dutchess,NY,41.5603,-73.7939,geonames
12534,Hudson,Columbia,NY,42.2470,-73.7552,geonames
12537,Hughsonville,Dutchess,NY,41.5824,-73.9363,geonames
12538,Hyde Park,Dutchess,NY,41.7887,-73.9063,geonames
12540,Lagrangeville,Dutchess,NY,41.6615,-73.7450,geonames
12541,Livingston,Columbia,NY,42.1421,-73.7574,geonames
12542,Marlboro,Ulster,NY,41.6056,-73.9880,geonames
12543,Maybrook,Orange,NY,41.4886,-74.2163,geonames
12544,Mellenville,Columbia,NY,42.2596,-73.6680,geonames
12545,Millbrook,Dutchess,NY,41.7803,-73.6885,geonames
12546,Millerton,Dutchess,NY,41.9536,-73.5287,geonames
12547,Milton,Ulster,NY,41.6535,-73.9772,geonames
12548,Modena,Ulster,NY,41.6503,-74.1036,geonames
12549,Montgomery,Orange,NY,41.5333,-74.2534,geonames
12550,Newburgh,Orange,NY,41.5372,-74.0526,geonames
12551,Newburgh,Orange,NY,41.5034,-74.0104,geonames
12552,Newburgh,Orange,NY,41.5034,-74.0104,geonames
12553,New Windsor,Orange,NY,41.4724,-74.0566,geonames
12555,Newburgh,Orange,NY,41.5034,-74.0104,geonames
12561,New Paltz,Ulster,NY,41.7464,-74.1092,geonames
12563,Patterson,Putnam,NY,41.4888,-73.5815,geonames
12564,Pawling,Dutchess,NY,41.5749,-73.5948,geonames
12565,Philmont,Columbia,NY,42.2485,-73.6463,geonames
12566,Pine Bush,Orange,NY,41.6178,-74.3263,geonames
12567,Pine Plains,Dutchess,NY,41.9896,-73.6602,geonames
12568,Plattekill,Ulster,NY,41.6412,-74.0781,geonames
12569,Pleasant Valley,Dutchess,NY,41.7470,-73.8143,geonames
12570,Poughquag,Dutchess,NY,41.6194,-73.6783,geonames
12571,Red Hook,Dutchess,NY,42.0064,-73.8546,geonames
12572,Rhinebeck,Dutchess,NY,41.9272,-73.8888,geonames
12574,Rhinecliff,Dutchess,NY,41.9151,-73.9517,geonames
12575,Rock Tavern,Orange,NY,41.4575,-74.1659,geonames
12577,Salisbury Mills,Orange,NY,41.4497,-74.1214,geonames
12578,Salt Point,Dutchess,NY,41.8050,-73.8013,geonames
12580,Staatsburg,Dutchess,NY,41.8502,-73.8988,geonames
12581,Stanfordville,Dutchess,NY,41.8877,-73.6945,geonames
12582,Stormville,Dutchess,NY,41.5512,-73.7255,geonames
12583,Tivoli,Dutchess,NY,42.0579,-73.9025,geonames
12584,Vails Gate,Orange,NY,41.4641,-74.0591,geonames
12585,Verbank,Dutchess,NY,41.7227,-73.7184,geonames
12586,Walden,Orange,NY,41.5596,-74.1764,geonames
12588,Walker Valley,Ulster,NY,41.6337,-74.3779,geonames
12589,Wallkill,Ulster,NY,41.6160,-74.1439,geonames
12590,Wappingers Falls,Dutchess,NY,41.5950,-73.8876,geonames
12592,Wassaic,Dutchess,NY,41.7759,-73.5544,geonames
12594,Wingdale,Dutchess,NY,41.6538,-73.5556,geonames
12601,Poughkeepsie,Dutchess,NY,41.7035,-73.9117,geonames
12602,Poughkeepsie,Dutchess,NY,41.7599,-73.7437,geonames
12603,Poughkeepsie,Dutchess,NY,41.6907,-73.8621,geonames
12604,Poughkeepsie,Dutchess,NY,41.7599,-73.7437,geonames
12701,Monticello,Sullivan,NY,41.6516,-74.7007,geonames
12719,Barryville,Sullivan,NY,41.4912,-74.9152,geonames
12720,Bethel,Sullivan,NY,41.6693,-74.8940,geonames
12721,Bloomingburg,Sullivan,NY,41.5644,-74.4304,geonames
12722,Burlingham,Sullivan,NY,41.5901,-74.3821,geonames
12723,Callicoon,Sullivan,NY,41.7673,-75.0563,geonames
12724,Callicoon Center,Sullivan,NY,41.8368,-74.9466,geonames
12725,Claryville,Sullivan,NY,41.9657,-74.5293,geonames
12726,Cochecton,Sullivan,NY,41.6920,-74.9741,geonames
12727,Cochecton Center,Sullivan,NY,41.6548,-74.9827,geonames
12729,Cuddebackville,Orange,NY,41.4776,-74.5976,geonames
12732,Eldred,Sullivan,NY,41.5328,-74.8968,geonames
12733,Fallsburg,Sullivan,NY,41.7273,-74.6154,geonames
12734,Ferndale,Sullivan,NY,41.7349,-74.7345,geonames
12736,Fremont Center,Sullivan,NY,41.8782,-75.0343,geonames
12737,Glen Spey,Sullivan,NY,41.4858,-74.7995,geonames
12738,Glen Wild,Sullivan,NY,41.6545,-74.5833,geonames
12740,Grahamsville,Sullivan,NY,41.8807,-74.5127,geonames
12741,Hankins,Sullivan,NY,41.8391,-75.0534,geonames
12742,Harris,Sullivan,NY,41.7143,-74.7263,geonames
12743,Highland Lake,Sullivan,NY,41.5309,-74.8516,geonames
12745,Hortonville,Sullivan,NY,41.7629,-75.0306,geonames
12746,Huguenot,Orange,NY,41.4179,-74.6310,geonames
12747,Hurleyville,Sullivan,NY,41.7356,-74.6743,geonames
12748,Jeffersonville,Sullivan,NY,41.7784,-74.9196,geonames
12749,Kauneonga Lake,Sullivan,NY,41.6874,-74.8358,geonames
12750,Kenoza Lake,Sullivan,NY,41.7296,-74.9611,geonames
12751,Kiamesha Lake,Sullivan,NY,41.6838,-74.6724,geonames
12752,Lake Huntington,Sullivan,NY,41.6782,-74.9949,geonames
12754,Liberty,Sullivan,NY,41.7962,-74.7484,geonames
12758,Livingston Manor,Sullivan,NY,41.8778,-74.8270,geonames
12759,Loch Sheldrake,Sullivan,NY,41.7789,-74.6614,geonames
12760,Long Eddy,Sullivan,NY,41.8644,-75.0942,geonames
12762,Mongaup Valley,Sullivan,NY,41.6810,-74.8028,geonames
12763,Mountain Dale,Sullivan,NY,41.6918,-74.5358,geonames
12764,Narrowsburg,Sullivan,NY,41.5921,-75.0107,geonames
12765,Neversink,Sullivan,NY,41.8492,-74.6127,geonames
12766,North Branch,Sullivan,NY,41.8142,-74.9824,geonames
12767,Obernburg,Sullivan,NY,41.8448,-75.0071,geonames
12768,Parksville,Sullivan,NY,41.8517,-74.7359,geonames
12769,Phillipsport,Sullivan,NY,41.6515,-74.4362,geonames
12770,Pond Eddy,Sullivan,NY,41.4511,-74.8410,geonames
12771,Port Jervis,Orange,NY,41.3786,-74.6691,geonames
12775,Rock Hill,Sullivan,NY,41.6134,-74.5872,geonames
12776,Roscoe,Sullivan,NY,41.9609,-74.9346,geonames
12777,Forestburgh,Sullivan,NY,41.5691,-74.7241,geonames
12778,Smallwood,Sullivan,NY,41.6615,-74.8178,geonames
12779,South Fallsburg,Sullivan,NY,41.7042,-74.6444,geonames
12780,Sparrow Bush,Orange,NY,41.4443,-74.7213,geonames
12781,Summitville,Sullivan,NY,41.6215,-74.4507,geonames
12783,Swan Lake,Sullivan,NY,41.7285,-74.8341,geonames
12784,Thompsonville,Sullivan,NY,41.6681,-74.6252,geonames
12785,Westbrookville,Sullivan,NY,41.4987,-74.5585,geonames
12786,White Lake,Sullivan,NY,41.6485,-74.8654,geonames
12787,White Sulphur Springs,Sullivan,NY,41.8002,-74.8286,geonames
12788,Woodbourne,Sullivan,NY,41.7708,-74.5928,geonames
12789,Woodridge,Sullivan,NY,41.7170,-74.5815,geonames
12790,Wurtsboro,Sullivan,NY,41.5877,-74.5039,geonames
12791,Youngsville,Sullivan,NY,41.8032,-74.8888,geonames
12792,Yulan,Sullivan,NY,41.5226,-74.9329,geonames
12801,Glens Falls,Warren,NY,43.3115,-73.6448,geonames
12803,South Glens Falls,Saratoga,NY,43.2836,-73.6294,geonames
12804,Queensbury,Warren,NY,43.3290,-73.6818,geonames
12808,Adirondack,Warren,NY,43.7165,-73.7825,geonames
12809,Argyle,Washington,NY,43.2381,-73.4641,geonames
12810,Athol,Warren,NY,43.4839,-73.8817,geonames
12811,Bakers Mills,Warren,NY,43.6148,-74.0249,geonames
12812,Blue Mountain Lake,Hamilton,NY,43.8553,-74.4435,geonames
12814,Bolton Landing,Warren,NY,43.5766,-73.6714,geonames
12815,Brant Lake,Warren,NY,43.6989,-73.7205,geonames
12816,Cambridge,Washington,NY,43.0466,-73.3814,geonames
12817,Chestertown,Warren,NY,43.6451,-73.8066,geonames
12819,Clemons,Washington,NY,43.6435,-73.4326,geonames
12820,Cleverdale,Warren,NY,43.4718,-73.6393,geonames
12821,Comstock,Washington,NY,43.4614,-73.4033,geonames
12822,Corinth,Saratoga,NY,43.2426,-73.8369,geonames
12823,Cossayuna,Washington,NY,43.1837,-73.4268,geonames
12824,Diamond Point,Warren,NY,43.5156,-73.7001,geonames
12827,Fort Ann,Washington,NY,43.4285,-73.4784,geonames
12828,Fort Edward,Washington,NY,43.2653,-73.5822,geonames
12831,Gansevoort,Saratoga,NY,43.1803,-73.7053,geonames
12832,Granville,Washington,NY,43.3776,-73.2978,geonames
12833,Greenfield Center,Saratoga,NY,43.1401,-73.8398,geonames
12834,Greenwich,Washington,NY,43.0947,-73.5030,geonames
12835,Hadley,Saratoga,NY,43.3173,-73.8482,geonames
12836,Hague,Warren,NY,43.7463,-73.5282,geonames
12837,Hampton,Washington,NY,43.5248,-73.2518,geonames
12838,Hartford,Washington,NY,43.3493,-73.4049,geonames
12839,Hudson Falls,Washington,NY,43.3149,-73.5746,geonames
12841,Huletts Landing,Washington,NY,43.6392,-73.5071,geonames
12842,Indian Lake,Hamilton,NY,43.7606,-74.2766,geonames
12843,Johnsburg,Warren,NY,43.5860,-73.9165,geonames
12844,Kattskill Bay,Warren,NY,43.4754,-73.6272,geonames
12845,Lake George,Warren,NY,43.4167,-73.6975,geonames
12846,Lake Luzerne,Warren,NY,43.3165,-73.8228,geonames
12847,Long Lake,Hamilton,NY,43.9477,-74.4662,geonames
12848,Middle Falls,Washington,NY,43.1001,-73.5246,geonames
12849,Middle Granville,Washington,NY,43.4508,-73.3031,geonames
12850,Middle Grove,Saratoga,NY,43.0975,-74.0167,geonames
12851,Minerva,Essex,NY,43.7811,-73.9835,geonames
12852,Newcomb,Essex,NY,43.9460,-74.1299,geonames
12853,North Creek,Warren,NY,43.6978,-73.9860,geonames
12854,North Granville,Washington,NY,43.4525,-73.3410,geonames
12855,North Hudson,Essex,NY,43.9869,-73.7121,geonames
12856,North River,Warren,NY,43.7237,-74.0873,geonames
12857,Olmstedville,Essex,NY,43.7799,-73.9335,geonames
12858,Paradox,Essex,NY,43.8914,-73.6450,geonames
12859,Porter Corners,Saratoga,NY,43.1724,-73.8839,geonames
12860,Pottersville,Warren,NY,43.7312,-73.8193,geonames
12861,Putnam Station,Washington,NY,43.7560,-73.4123,geonames
12862,Riparius,Warren,NY,43.6617,-73.8971,geonames
12863,Rock City Falls,Saratoga,NY,43.0662,-73.9215,geonames
12864,Sabael,Hamilton,NY,43.7284,-74.3057,geonames
12865,Salem,Washington,NY,43.1828,-73.3327,geonames
12866,Saratoga Springs,Saratoga,NY,43.0708,-73.7408,geonames
12870,Schroon Lake,Essex,NY,43.8412,-73.7674,geonames
12871,Schuylerville,Saratoga,NY,43.0878,-73.6007,geonames
12872,Severance,Essex,NY,43.8759,-73.7304,geonames
12873,Shushan,Washington,NY,43.1106,-73.3231,geonames
12874,Silver Bay,Warren,NY,43.6978,-73.5071,geonames
12878,Stony Creek,Warren,NY,43.4214,-73.9495,geonames
12879,Newcomb,Essex,NY,43.9697,-74.1662,geonames
12883,Ticonderoga,Essex,NY,43.8463,-73.4426,geonames
12884,Victory Mills,Saratoga,NY,43.0884,-73.5917,geonames
12885,Warrensburg,Warren,NY,43.5003,-73.7920,geonames
12886,Wevertown,Warren,NY,43.6313,-73.9364,geonames
12887,Whitehall,Washington,NY,43.5531,-73.3864,geonames
12901,Plattsburgh,Clinton,NY,44.6927,-73.4660,geonames
12903,Plattsburgh,Clinton,NY,44.6854,-73.4474,geonames
12910,Altona,Clinton,NY,44.8816,-73.6408,geonames
12911,Keeseville,Clinton,NY,44.5050,-73.4801,geonames
12912,Au Sable Forks,Clinton,NY,44.4499,-73.6857,geonames
12913,Bloomingdale,Essex,NY,44.3985,-74.0829,geonames
12914,Bombay,Franklin,NY,44.9479,-74.5947,geonames
12915,Brainardsville,Franklin,NY,44.8578,-74.0335,geonames
12916,Brushton,Franklin,NY,44.8282,-74.5223,geonames
12917,Burke,Franklin,NY,44.9177,-74.1731,geonames
12918,Cadyville,Clinton,NY,44.6862,-73.6702,geonames
12919,Champlain,Clinton,NY,44.9773,-73.4466,geonames
12920,Chateaugay,Franklin,NY,44.9088,-74.0741,geonames
12921,Chazy,Clinton,NY,44.8884,-73.4501,geonames
12922,Childwold,St. Lawrence,NY,44.2867,-74.6759,geonames
12923,Churubusco,Clinton,NY,44.9432,-73.9355,geonames
12924,Keeseville,Clinton,NY,44.4777,-73.5843,geonames
12926,Constable,Franklin,NY,44.9417,-74.3297,geonames
12927,Cranberry Lake,St. Lawrence,NY,44.2290,-74.8581,geonames
12928,Crown Point,Essex,NY,43.9526,-73.4665,geonames
12929,Dannemora,Clinton,NY,44.7200,-73.7192,geonames
12930,Dickinson Center,Franklin,NY,44.7233,-74.5523,geonames
12932,Elizabethtown,Essex,NY,44.2245,-73.6011,geonames
12933,Ellenburg,Clinton,NY,44.8939,-73.8365,geonames
12934,Ellenburg Center,Clinton,NY,44.8444,-73.8685,geonames
12935,Ellenburg Depot,Clinton,NY,44.9163,-73.7876,geonames
12936,Essex,Essex,NY,44.2807,-73.3731,geonames
12937,Fort Covington,Franklin,NY,44.9731,-74.4929,geonames
12939,Gabriels,Franklin,NY,44.4320,-74.1810,geonames
12941,Jay,Essex,NY,44.3734,-73.7247,geonames
12942,Keene,Essex,NY,44.2555,-73.7915,geonames
12943,Keene Valley,Essex,NY,44.2024,-73.7731,geonames
12944,Keeseville,Essex,NY,44.4999,-73.4745,geonames
12945,Lake Clear,Franklin,NY,44.3375,-74.2381,geonames
12946,Lake Placid,Essex,NY,44.2796,-73.9820,geonames
12949,Lawrenceville,St. Lawrence,NY,44.7469,-74.6604,geonames
12950,Lewis,Essex,NY,44.3075,-73.5491,geonames
12952,Lyon Mountain,Clinton,NY,44.7255,-73.9195,geonames
12953,Malone,Franklin,NY,44.8482,-74.2928,geonames
12955,Lyon Mountain,Clinton,NY,44.8043,-73.9730,geonames
12956,Mineville,Essex,NY,44.0876,-73.5236,geonames
12957,Moira,Franklin,NY,44.8504,-74.5603,geonames
12958,Mooers,Clinton,NY,44.9592,-73.5834,geonames
12959,Mooers Forks,Clinton,NY,44.9602,-73.6730,geonames
12960,Moriah,Essex,NY,44.0438,-73.5079,geonames
12961,Moriah Center,Essex,NY,44.0612,-73.5098,geonames
12962,Morrisonville,Clinton,NY,44.6894,-73.5772,geonames
12964,New Russia,Essex,NY,44.1595,-73.6059,geonames
12965,Nicholville,St. Lawrence,NY,44.7030,-74.6805,geonames
12966,North Bangor,Franklin,NY,44.8532,-74.4191,geonames
12967,North Lawrence,St. Lawrence,NY,44.7750,-74.6653,geonames
12969,Owls Head,Franklin,NY,44.7308,-74.1342,geonames
12970,Paul Smiths,Franklin,NY,44.4450,-74.2664,geonames
12972,Peru,Clinton,NY,44.5851,-73.5293,geonames
12973,Piercefield,St. Lawrence,NY,44.2343,-74.5560,geonames
12974,Port Henry,Essex,NY,44.0465,-73.4705,geonames
12975,Port Kent,Essex,NY,44.5264,-73.4092,geonames
12976,Rainbow Lake,Franklin,NY,44.4670,-74.1729,geonames
12977,Ray Brook,Essex,NY,44.2802,-74.0795,geonames
12978,Redford,Clinton,NY,44.6164,-73.8087,geonames
12979,Rouses Point,Clinton,NY,44.9884,-73.3691,geonames
12980,Saint Regis Falls,Franklin,NY,44.6578,-74.5155,geonames
12981,Saranac,Clinton,NY,44.7032,-73.7481,geonames
12983,Saranac Lake,Franklin,NY,44.3243,-74.1330,geonames
12985,Schuyler Falls,Clinton,NY,44.6287,-73.5579,geonames
12986,Tupper Lake,Franklin,NY,44.2320,-74.4905,geonames
12987,Upper Jay,Essex,NY,44.3364,-73.7757,geonames
12989,Vermontville,Franklin,NY,44.4601,-74.0573,geonames
12992,West Chazy,Clinton,NY,44.7970,-73.5112,geonames
12993,Westport,Essex,NY,44.2050,-73.4702,geonames
12995,Whippleville,Franklin,NY,44.8057,-74.2523,geonames
12996,Willsboro,Essex,NY,44.3604,-73.3963,geonames
12997,Wilmington,Essex,NY,44.3755,-73.8431,geonames
12998,Witherbee,Essex,NY,44.0827,-73.5306,geonames
13020,Apulia Station,Onondaga,NY,42.8187,-76.0724,geonames
13021,Auburn,Cayuga,NY,42.9300,-76.5626,geonames
13022,Auburn,Cayuga,NY,42.9317,-76.5661,geonames
13024,Auburn,Cayuga,NY,42.9317,-76.5661,geonames
13026,Aurora,Cayuga,NY,42.7472,-76.6775,geonames
13027,Baldwinsville,Onondaga,NY,43.1620,-76.3237,geonames
13028,Bernhards Bay,Oswego,NY,43.2717,-75.9373,geonames
13029,Brewerton,Onondaga,NY,43.2252,-76.1351,geonames
13030,Bridgeport,Onondaga,NY,43.1590,-75.9700,geonames
13031,Camillus,Onondaga,NY,43.0417,-76.2807,geonames
13032,Canastota,Madison,NY,43.0878,-75.7602,geonames
13033,Cato,Cayuga,NY,43.1794,-76.5648,geonames
13034,Cayuga,Cayuga,NY,42.9142,-76.7024,geonames
13035,Cazenovia,Madison,NY,42.9380,-75.8392,geonames
13036,Central Square,Oswego,NY,43.3090,-76.1849,geonames
13037,Chittenango,Madison,NY,43.0552,-75.8768,geonames
13039,Cicero,Onondaga,NY,43.1707,-76.0962,geonames
13040,Cincinnatus,Cortland,NY,42.5385,-75.9030,geonames
13041,Clay,Onondaga,NY,43.1737,-76.1707,geonames
13042,Cleveland,Oswego,NY,43.2432,-75.8537,geonames
13043,Clockville,Madison,NY,43.0420,-75.7408,geonames
13044,Constantia,Oswego,NY,43.2728,-76.0042,geonames
13045,Cortland,Cortland,NY,42.5952,-76.1857,geonames
13051,Delphi Falls,Onondaga,NY,42.8765,-75.9135,geonames
13052,De Ruyter,Madison,NY,42.7494,-75.8582,geonames
13053,Dryden,Tompkins,NY,42.4861,-76.2872,geonames
13054,Durhamville,Oneida,NY,43.1579,-75.6714,geonames
13056,East Homer,Cortland,NY,42.6772,-76.1052,geonames
13057,East Syracuse,Onondaga,NY,43.0734,-76.0558,geonames
13060,Elbridge,Onondaga,NY,43.0252,-76.4352,geonames
13061,Erieville,Madison,NY,42.8562,-75.7543,geonames
13062,Etna,Tompkins,NY,42.4851,-76.3835,geonames
13063,Fabius,Onondaga,NY,42.8531,-75.9836,geonames
13064,Fair Haven,Oswego,NY,43.4313,-76.2004,geonames
13065,Fayette,Seneca,NY,42.8227,-76.8020,geonames
13066,Fayetteville,Onondaga,NY,43.0268,-76.0145,geonames
13068,Freeville,Tompkins,NY,42.4998,-76.3636,geonames
13069,Fulton,Oswego,NY,43.3211,-76.4034,geonames
13071,Genoa,Cayuga,NY,42.6746,-76.5418,geonames
13072,Georgetown,Madison,NY,42.7631,-75.7443,geonames
13073,Groton,Tompkins,NY,42.5855,-76.3633,geonames
13074,Hannibal,Oswego,NY,43.3111,-76.5460,geonames
13076,Hastings,Oswego,NY,43.3527,-76.1477,geonames
13077,Homer,Cortland,NY,42.6726,-76.1878,geonames
13078,Jamesville,Onondaga,NY,42.9830,-76.0766,geonames
13080,Jordan,Onondaga,NY,43.0651,-76.4598,geonames
13081,King Ferry,Cayuga,NY,42.6635,-76.6216,geonames
13082,Kirkville,Onondaga,NY,43.0981,-75.9550,geonames
13083,Lacona,Oswego,NY,43.6429,-76.0503,geonames
13084,La Fayette,Onondaga,NY,42.8910,-76.1061,geonames
13087,Little York,Cortland,NY,42.7070,-76.1561,geonames
13088,Liverpool,Onondaga,NY,43.1099,-76.1870,geonames
13089,Liverpool,Onondaga,NY,43.0214,-76.1977,geonames
13090,Liverpool,Onondaga,NY,43.1528,-76.2235,geonames
13092,Locke,Cayuga,NY,42.6558,-76.4154,geonames
13093,Lycoming,Oswego,NY,43.4987,-76.3858,geonames
13101,Mc Graw,Cortland,NY,42.5948,-76.0820,geonames
13102,Mc Lean,Tompkins,NY,42.5542,-76.2927,geonames
13103,Mallory,Oswego,NY,43.3237,-76.1166,geonames
13104,Manlius,Onondaga,NY,42.9904,-75.9703,geonames
13107,Maple View,Oswego,NY,43.4578,-76.1534,geonames
13108,Marcellus,Onondaga,NY,42.9821,-76.3323,geonames
13110,Marietta,Onondaga,NY,42.8974,-76.2806,geonames
13111,Martville,Cayuga,NY,43.2661,-76.6289,geonames
13112,Memphis,Onondaga,NY,43.0934,-76.4030,geonames
13113,Meridian,Cayuga,NY,43.1656,-76.5369,geonames
13114,Mexico,Oswego,NY,43.4605,-76.2446,geonames
13115,Minetto,Oswego,NY,43.3977,-76.4824,geonames
13116,Minoa,Onondaga,NY,43.0772,-76.0098,geonames
13117,Montezuma,Cayuga,NY,43.0101,-76.7033,geonames
13118,Moravia,Cayuga,NY,42.7355,-76.3990,geonames
13119,Mottville,Onondaga,NY,42.9745,-76.4408,geonames
13120,Nedrow,Onondaga,NY,42.9559,-76.1529,geonames
13121,New Haven,Oswego,NY,43.4834,-76.3150,geonames
13122,New Woodstock,Madison,NY,42.8441,-75.8635,geonames
13123,North Bay,Oneida,NY,43.2364,-75.7769,geonames
13124,North Pitcher,Chenango,NY,42.6372,-75.8164,geonames
13126,Oswego,Oswego,NY,43.4394,-76.4613,geonames
13131,Parish,Oswego,NY,43.4153,-76.1000,geonames
13132,Pennellville,Oswego,NY,43.2609,-76.2395,geonames
13134,Peterboro,Madison,NY,42.9686,-75.6794,geonames
13135,Phoenix,Oswego,NY,43.2468,-76.3064,geonames
13136,Pitcher,Chenango,NY,42.5969,-75.8465,geonames
13137,Plainville,Onondaga,NY,43.1577,-76.4470,geonames
13138,Pompey,Onondaga,NY,42.8990,-76.0160,geonames
13139,Poplar Ridge,Cayuga,NY,42.7421,-76.6285,geonames
13140,Port Byron,Cayuga,NY,43.0427,-76.6449,geonames
13141,Preble,Cortland,NY,42.7950,-76.2141,geonames
13142,Pulaski,Oswego,NY,43.5562,-76.1252,geonames
13143,Red Creek,Wayne,NY,43.2291,-76.7146,geonames
13144,Richland,Oswego,NY,43.5776,-76.0029,geonames
13145,Sandy Creek,Oswego,NY,43.6517,-76.1264,geonames
13146,Savannah,Wayne,NY,43.0934,-76.7565,geonames
13147,Scipio Center,Cayuga,NY,42.7708,-76.5862,geonames
13148,Seneca Falls,Seneca,NY,42.9094,-76.7925,geonames
13152,Skaneateles,Onondaga,NY,42.9258,-76.4052,geonames
13153,Skaneateles Falls,Onondaga,NY,42.9931,-76.4560,geonames
13154,South Butler,Wayne,NY,43.1344,-76.7656,geonames
13155,South Otselic,Chenango,NY,42.6626,-75.7669,geonames
